longitude,latitude,housing_median_age,average_rooms,average_bedrooms,population,households,median_income,median_house_value,ocean_proximity,ocean_proximity=NEAR BAY,ocean_proximity=<1H OCEAN,ocean_proximity=INLAND,ocean_proximity=NEAR OCEAN,ocean_proximity=ISLAND
-0.983514274225975,0.901311084624553,48.0,6.225563909774436,1.368421052631579,392.0,133.0,2.5938,73500.0,NEAR BAY,1,0,0,0,0
-0.983514274225975,0.901311084624553,52.0,5.401069518716578,1.1176470588235294,604.0,187.0,1.1667,78400.0,NEAR BAY,1,0,0,0,0
-0.983514274225975,0.901311084624553,48.0,4.382530120481928,1.0662650602409638,788.0,332.0,0.8056,84400.0,NEAR BAY,1,0,0,0,0
-0.9834338560514677,0.9010727056019069,52.0,6.98639455782313,1.6598639455782314,492.0,147.0,2.6094,81300.0,NEAR BAY,1,0,0,0,0
-0.983514274225975,0.901311084624553,52.0,6.975609756097561,1.329268292682927,274.0,82.0,1.8516,85000.0,NEAR BAY,1,0,0,0,0
-0.9834338560514677,0.901311084624553,46.0,4.584288052373159,1.0540098199672667,1823.0,611.0,0.9802,129200.0,NEAR BAY,1,0,0,0,0
-0.9834338560514677,0.901311084624553,26.0,6.047244094488189,1.1968503937007875,392.0,127.0,1.7719,82500.0,NEAR BAY,1,0,0,0,0
-0.9834338560514677,0.901311084624553,46.0,3.375451263537906,1.0722021660649819,582.0,277.0,0.7286,95200.0,NEAR BAY,1,0,0,0,0
-0.9834338560514677,0.901311084624553,49.0,5.552631578947368,1.3421052631578947,560.0,152.0,1.75,75000.0,NEAR BAY,1,0,0,0,0
-0.9834338560514677,0.901311084624553,46.0,1.7142857142857142,0.5714285714285714,18.0,7.0,0.4999,67500.0,NEAR BAY,1,0,0,0,0
-0.9834338560514677,0.901311084624553,20.0,6.2781954887218046,1.2105263157894737,290.0,133.0,2.483,137500.0,NEAR BAY,1,0,0,0,0
-0.9833534378769603,0.901311084624553,17.0,2.8177676537585423,1.0523917995444192,762.0,439.0,0.9241,177500.0,NEAR BAY,1,0,0,0,0
-0.9833534378769603,0.901311084624553,36.0,5.724950884086444,1.1041257367387034,1236.0,509.0,2.4464,102100.0,NEAR BAY,1,0,0,0,0
-0.9833534378769603,0.901311084624553,19.0,5.830917874396135,1.173913043478261,721.0,207.0,1.1111,108300.0,NEAR BAY,1,0,0,0,0
-0.9834338560514677,0.901311084624553,23.0,5.369230769230769,1.1507692307692308,1054.0,325.0,0.8026,112500.0,NEAR BAY,1,0,0,0,0
-0.9833534378769603,0.9010727056019069,38.0,4.412903225806452,1.135483870967742,344.0,155.0,2.0114,131300.0,NEAR BAY,1,0,0,0,0
-0.9833534378769603,0.901311084624553,17.0,3.1972318339100347,1.0,609.0,289.0,1.5,162500.0,NEAR BAY,1,0,0,0,0
-0.9832730197024527,0.901311084624553,52.0,3.75,1.0,183.0,56.0,1.1667,112500.0,NEAR BAY,1,0,0,0,0
-0.9833534378769603,0.901311084624553,52.0,3.9080459770114944,1.1149425287356323,200.0,87.0,1.5208,112500.0,NEAR BAY,1,0,0,0,0
-0.9833534378769603,0.901311084624553,52.0,2.490322580645161,1.0580645161290323,346.0,155.0,0.8075,137500.0,NEAR BAY,1,0,0,0,0
-0.9833534378769603,0.901311084624553,35.0,5.609467455621302,1.0887573964497042,467.0,169.0,1.8088,118800.0,NEAR BAY,1,0,0,0,0
-0.9833534378769603,0.901311084624553,52.0,6.721739130434782,1.2434782608695651,377.0,115.0,2.4083,98200.0,NEAR BAY,1,0,0,0,0
-0.9832730197024527,0.901311084624553,40.0,2.3157894736842106,1.186842105263158,582.0,380.0,0.977,118800.0,NEAR BAY,1,0,0,0,0
-0.9832730197024527,0.901311084624553,10.0,2.6515151515151514,1.0545454545454545,546.0,330.0,0.76,162500.0,NEAR BAY,1,0,0,0,0
-0.9832730197024527,0.9010727056019069,10.0,2.6923076923076925,1.0769230769230769,125.0,39.0,0.9722,137500.0,NEAR BAY,1,0,0,0,0
-0.9832730197024527,0.9010727056019069,52.0,2.929411764705882,0.9176470588235294,396.0,85.0,1.2434,500001.0,NEAR BAY,1,0,0,0,0
-0.9832730197024527,0.9010727056019069,16.0,2.74585635359116,1.0828729281767955,800.0,362.0,2.0938,162500.0,NEAR BAY,1,0,0,0,0
-0.9833534378769603,0.9010727056019069,52.0,2.4431818181818183,0.9886363636363636,904.0,88.0,0.8668,137500.0,NEAR BAY,1,0,0,0,0
-0.9833534378769603,0.9010727056019069,52.0,2.823529411764706,0.9117647058823529,191.0,34.0,0.75,162500.0,NEAR BAY,1,0,0,0,0
-0.9832730197024527,0.900834326579261,27.0,3.493377483443709,1.1490066225165563,718.0,302.0,2.6354,187500.0,NEAR BAY,1,0,0,0,0
-0.9832730197024527,0.9010727056019069,39.0,3.6723768736616704,1.3340471092077089,1327.0,467.0,1.8477,179200.0,NEAR BAY,1,0,0,0,0
-0.9831926015279454,0.9010727056019069,36.0,2.294016358157555,1.066293585880327,3469.0,2323.0,2.0096,130000.0,NEAR BAY,1,0,0,0,0
-0.9831926015279454,0.901549463647199,31.0,3.8949152542372882,1.1279661016949152,2048.0,1180.0,2.8345,183800.0,NEAR BAY,1,0,0,0,0
-0.9831926015279454,0.901311084624553,29.0,3.681318681318681,1.1758241758241759,202.0,91.0,2.0062,125000.0,NEAR BAY,1,0,0,0,0
-0.9831926015279454,0.901549463647199,22.0,2.9456,1.016,2024.0,1250.0,1.2185,170000.0,NEAR BAY,1,0,0,0,0
-0.9831926015279454,0.901549463647199,37.0,3.7071428571428573,1.1071428571428572,1838.0,980.0,2.6104,193100.0,NEAR BAY,1,0,0,0,0
-0.983112183353438,0.901311084624553,29.0,3.7248,1.1312,2304.0,1250.0,2.4912,257800.0,NEAR BAY,1,0,0,0,0
-0.983112183353438,0.901311084624553,28.0,3.8784235136940546,1.070808283233133,2563.0,1497.0,3.2177,273400.0,NEAR BAY,1,0,0,0,0
-0.983112183353438,0.901311084624553,39.0,3.745614035087719,1.0614035087719298,389.0,228.0,3.125,237500.0,NEAR BAY,1,0,0,0,0
-0.983112183353438,0.901311084624553,52.0,3.5154975530179446,1.1435562805872757,895.0,613.0,2.5795,350000.0,NEAR BAY,1,0,0,0,0
-0.9831926015279454,0.901311084624553,34.0,3.281721632196758,1.0698714365567357,2689.0,1789.0,2.8406,335700.0,NEAR BAY,1,0,0,0,0
-0.9830317651789304,0.901549463647199,52.0,6.184426229508197,0.9221311475409836,674.0,244.0,4.9306,313400.0,NEAR BAY,1,0,0,0,0
-0.9830317651789304,0.901311084624553,52.0,4.442982456140351,1.0570175438596492,709.0,456.0,3.2727,268500.0,NEAR BAY,1,0,0,0,0
-0.983112183353438,0.901311084624553,52.0,4.165876777251185,1.0900473933649288,686.0,422.0,3.1691,259400.0,NEAR BAY,1,0,0,0,0
-0.9830317651789304,0.901549463647199,52.0,4.848189415041783,1.0459610027855153,1444.0,718.0,3.9,275700.0,NEAR BAY,1,0,0,0,0
-0.983112183353438,0.901549463647199,28.0,4.160847880299252,1.0660847880299251,1520.0,802.0,3.9063,225000.0,NEAR BAY,1,0,0,0,0
-0.983112183353438,0.901549463647199,52.0,5.628458498023716,1.1422924901185771,550.0,253.0,5.0917,262500.0,NEAR BAY,1,0,0,0,0
-0.983112183353438,0.901549463647199,32.0,3.7270058708414875,1.0743639921722115,1806.0,1022.0,2.6429,218500.0,NEAR BAY,1,0,0,0,0
-0.983112183353438,0.901549463647199,26.0,3.2530813475760065,0.9827444535743632,1749.0,1217.0,3.0233,255000.0,NEAR BAY,1,0,0,0,0
-0.983112183353438,0.9017878426698449,52.0,4.578034682080925,1.0770712909441233,939.0,519.0,3.1484,224100.0,NEAR BAY,1,0,0,0,0
-0.983112183353438,0.9017878426698449,35.0,3.822274881516588,1.014218009478673,675.0,422.0,3.4722,243100.0,NEAR BAY,1,0,0,0,0
-0.983112183353438,0.9017878426698449,52.0,4.3951890034364265,0.9862542955326461,534.0,291.0,3.1429,231600.0,NEAR BAY,1,0,0,0,0
-0.983112183353438,0.9017878426698449,28.0,3.0234798314268514,1.053582179409994,2558.0,1661.0,2.4234,218500.0,NEAR BAY,1,0,0,0,0
-0.983112183353438,0.9017878426698449,52.0,4.040501446480231,1.0655737704918034,1786.0,1037.0,3.0897,234100.0,NEAR BAY,1,0,0,0,0
-0.9829513470044231,0.902026221692491,50.0,6.742627345844504,1.0697050938337802,970.0,373.0,5.8596,327600.0,NEAR BAY,1,0,0,0,0
-0.9829513470044231,0.902026221692491,47.0,6.546391752577319,0.9360824742268041,1098.0,485.0,5.2868,347600.0,NEAR BAY,1,0,0,0,0
-0.9830317651789304,0.9017878426698449,41.0,6.851063829787234,1.0797872340425532,794.0,376.0,5.956,366100.0,NEAR BAY,1,0,0,0,0
-0.9830317651789304,0.902264600715137,37.0,7.1063829787234045,1.148936170212766,98.0,47.0,4.9643,335000.0,NEAR BAY,1,0,0,0,0
-0.9829513470044231,0.902264600715137,52.0,6.947890818858561,1.0198511166253101,1061.0,403.0,6.3434,373600.0,NEAR BAY,1,0,0,0,0
-0.9830317651789304,0.902026221692491,52.0,6.358558558558559,1.0342342342342343,1177.0,555.0,5.1773,389500.0,NEAR BAY,1,0,0,0,0
-0.9830317651789304,0.902264600715137,52.0,7.11716621253406,0.9945504087193461,901.0,367.0,7.2354,391100.0,NEAR BAY,1,0,0,0,0
-0.9828709288299156,0.902264600715137,28.0,5.5303347280334725,1.096234309623431,2031.0,956.0,5.457,337300.0,NEAR BAY,1,0,0,0,0
-0.9828709288299156,0.902026221692491,50.0,6.127348643006263,0.9874739039665971,1031.0,479.0,7.5,295200.0,NEAR BAY,1,0,0,0,0
-0.9827905106554081,0.902026221692491,44.0,5.735343383584589,1.0,1358.0,597.0,6.0194,292300.0,NEAR BAY,1,0,0,0,0
-0.9827905106554081,0.9017878426698449,40.0,7.631498470948012,1.0305810397553516,1616.0,654.0,7.5544,411500.0,NEAR BAY,1,0,0,0,0
-0.9827100924809008,0.902026221692491,30.0,6.446064139941691,1.0087463556851313,844.0,343.0,6.0666,311500.0,NEAR BAY,1,0,0,0,0
-0.9827905106554081,0.902026221692491,34.0,6.125,0.9879032258064516,1140.0,496.0,7.0548,325900.0,NEAR BAY,1,0,0,0,0
-0.9826296743063933,0.902026221692491,18.0,8.335051546391753,1.0824742268041236,533.0,194.0,11.6017,392600.0,NEAR BAY,1,0,0,0,0
-0.9827100924809008,0.902026221692491,35.0,6.467268623024831,1.0383747178329572,1072.0,443.0,7.4882,319300.0,NEAR BAY,1,0,0,0,0
-0.9827905106554081,0.9017878426698449,34.0,6.6122715404699735,1.0287206266318538,1627.0,766.0,6.8976,333300.0,NEAR BAY,1,0,0,0,0
-0.9826296743063933,0.9017878426698449,28.0,6.978947368421053,0.968421052631579,463.0,190.0,8.2049,335200.0,NEAR BAY,1,0,0,0,0
-0.9827100924809008,0.9017878426698449,26.0,7.530805687203792,1.0568720379146919,542.0,211.0,8.401,351200.0,NEAR BAY,1,0,0,0,0
-0.9826296743063933,0.9017878426698449,29.0,6.657992565055762,1.0074349442379182,661.0,269.0,6.8538,368900.0,NEAR BAY,1,0,0,0,0
-0.9826296743063933,0.901549463647199,32.0,6.977186311787072,1.0038022813688212,635.0,263.0,8.317,365900.0,NEAR BAY,1,0,0,0,0
-0.9827100924809008,0.901549463647199,37.0,6.982954545454546,1.0284090909090908,420.0,176.0,7.0175,366700.0,NEAR BAY,1,0,0,0,0
-0.9827100924809008,0.901549463647199,39.0,7.54,1.068,1265.0,500.0,6.3302,362800.0,NEAR BAY,1,0,0,0,0
-0.9825492561318859,0.901311084624553,30.0,5.615384615384615,0.7307692307692307,126.0,52.0,6.3624,483300.0,NEAR BAY,1,0,0,0,0
-0.9827905106554081,0.901549463647199,52.0,6.785714285714286,0.9514285714285714,813.0,350.0,7.0549,331400.0,NEAR BAY,1,0,0,0,0
-0.9827100924809008,0.901311084624553,45.0,6.957746478873239,1.0234741784037558,1067.0,426.0,6.7851,323500.0,NEAR BAY,1,0,0,0,0
-0.9827905106554081,0.9010727056019069,50.0,5.132246376811594,1.0960144927536233,1260.0,552.0,2.8929,216700.0,NEAR BAY,1,0,0,0,0
-0.9827905106554081,0.9010727056019069,38.0,4.628336755646817,1.0985626283367556,951.0,487.0,3.0812,233100.0,NEAR BAY,1,0,0,0,0
-0.9827905106554081,0.901311084624553,52.0,6.200892857142857,0.9464285714285714,510.0,224.0,5.2402,296400.0,NEAR BAY,1,0,0,0,0
-0.9828709288299156,0.901311084624553,52.0,6.39935064935065,1.0876623376623376,765.0,308.0,6.5217,273700.0,NEAR BAY,1,0,0,0,0
-0.9828709288299156,0.9010727056019069,52.0,4.745652173913044,1.0108695652173914,1129.0,460.0,3.2632,227700.0,NEAR BAY,1,0,0,0,0
-0.9828709288299156,0.9010727056019069,52.0,5.183673469387755,1.0521541950113378,1073.0,441.0,3.0298,199600.0,NEAR BAY,1,0,0,0,0
-0.9828709288299156,0.9010727056019069,52.0,5.283495145631068,1.050485436893204,1185.0,515.0,4.5428,239800.0,NEAR BAY,1,0,0,0,0
-0.9828709288299156,0.901311084624553,52.0,5.952941176470588,0.9970588235294118,756.0,340.0,4.072,270100.0,NEAR BAY,1,0,0,0,0
-0.9828709288299156,0.901311084624553,52.0,5.65067178502879,1.0287907869481765,1034.0,521.0,5.3509,302100.0,NEAR BAY,1,0,0,0,0
-0.9829513470044231,0.9010727056019069,52.0,4.429193899782135,1.0588235294117647,787.0,459.0,3.1603,269500.0,NEAR BAY,1,0,0,0,0
-0.9829513470044231,0.901311084624553,52.0,6.727699530516432,1.0751173708920188,612.0,213.0,4.7708,314700.0,NEAR BAY,1,0,0,0,0
-0.9828709288299156,0.901311084624553,52.0,7.7026315789473685,1.0578947368421052,1021.0,380.0,8.1564,390100.0,NEAR BAY,1,0,0,0,0
-0.9829513470044231,0.901311084624553,52.0,8.972868217054264,1.1317829457364341,861.0,258.0,8.8793,410300.0,NEAR BAY,1,0,0,0,0
-0.9830317651789304,0.901311084624553,52.0,7.599388379204893,0.9571865443425076,953.0,327.0,6.8591,352400.0,NEAR BAY,1,0,0,0,0
-0.9830317651789304,0.901311084624553,52.0,5.8203125,0.9296875,634.0,256.0,6.0302,287300.0,NEAR BAY,1,0,0,0,0
-0.9829513470044231,0.901311084624553,52.0,7.994318181818182,1.0369318181818181,878.0,352.0,7.508,348700.0,NEAR BAY,1,0,0,0,0
-0.9830317651789304,0.901311084624553,52.0,4.333333333333333,1.1387163561076605,918.0,483.0,2.7477,243800.0,NEAR BAY,1,0,0,0,0
-0.9830317651789304,0.9010727056019069,52.0,5.074285714285714,0.96,360.0,175.0,2.1944,211500.0,NEAR BAY,1,0,0,0,0
-0.983112183353438,0.9010727056019069,52.0,4.276639344262295,1.0450819672131149,1197.0,488.0,3.0149,218400.0,NEAR BAY,1,0,0,0,0
-0.9830317651789304,0.901311084624553,52.0,4.851351351351352,0.9691119691119691,1048.0,518.0,3.675,269900.0,NEAR BAY,1,0,0,0,0
-0.983112183353438,0.901311084624553,46.0,4.326639892904953,1.1178045515394912,1373.0,747.0,3.225,218800.0,NEAR BAY,1,0,0,0,0
-0.983112183353438,0.9010727056019069,42.0,4.059113300492611,1.0492610837438423,1715.0,1015.0,2.9345,225000.0,NEAR BAY,1,0,0,0,0
-0.983112183353438,0.9010727056019069,43.0,3.2742382271468142,1.0969529085872576,1359.0,722.0,2.1429,250000.0,NEAR BAY,1,0,0,0,0
-0.983112183353438,0.9010727056019069,41.0,3.5617433414043584,1.1355932203389831,1062.0,413.0,1.6121,171400.0,NEAR BAY,1,0,0,0,0
-0.983112183353438,0.9010727056019069,29.0,3.1927554980595083,1.1177231565329884,1335.0,773.0,1.3929,193800.0,NEAR BAY,1,0,0,0,0
-0.9830317651789304,0.900834326579261,27.0,3.804195804195804,1.1468531468531469,1171.0,429.0,2.3173,125000.0,NEAR BAY,1,0,0,0,0
-0.983112183353438,0.900834326579261,45.0,3.882608695652174,1.1434782608695653,1475.0,460.0,1.7772,97500.0,NEAR BAY,1,0,0,0,0
-0.983112183353438,0.900834326579261,50.0,3.2091836734693877,0.9591836734693877,742.0,196.0,2.6458,125000.0,NEAR BAY,1,0,0,0,0
-0.983112183353438,0.900834326579261,52.0,3.6887052341597797,1.0771349862258952,1086.0,363.0,2.181,138800.0,NEAR BAY,1,0,0,0,0
-0.983112183353438,0.9010727056019069,36.0,3.0902394106813995,1.1160220994475138,1645.0,543.0,2.2303,116700.0,NEAR BAY,1,0,0,0,0
-0.983112183353438,0.9010727056019069,43.0,3.639751552795031,1.0046583850931676,1710.0,644.0,1.6504,151800.0,NEAR BAY,1,0,0,0,0
-0.9830317651789304,0.9010727056019069,52.0,4.368421052631579,1.0,731.0,228.0,2.2697,127000.0,NEAR BAY,1,0,0,0,0
-0.9830317651789304,0.9010727056019069,52.0,4.585014409221902,1.07492795389049,1118.0,347.0,2.1563,128600.0,NEAR BAY,1,0,0,0,0
-0.9830317651789304,0.9010727056019069,52.0,4.7343283582089555,1.1880597014925374,1006.0,335.0,2.1348,140600.0,NEAR BAY,1,0,0,0,0
-0.9830317651789304,0.9010727056019069,47.0,3.693140794223827,1.0613718411552346,1213.0,554.0,2.6292,182700.0,NEAR BAY,1,0,0,0,0
-0.9829513470044231,0.9010727056019069,52.0,4.638132295719845,1.1245136186770428,772.0,257.0,2.3833,146900.0,NEAR BAY,1,0,0,0,0
-0.9830317651789304,0.9010727056019069,52.0,4.496259351620948,1.0473815461346634,1321.0,401.0,2.957,122800.0,NEAR BAY,1,0,0,0,0
-0.9830317651789304,0.9010727056019069,49.0,4.192023633677991,1.106351550960118,1487.0,677.0,2.5238,169300.0,NEAR BAY,1,0,0,0,0
-0.9829513470044231,0.9010727056019069,52.0,4.209677419354839,0.989247311827957,488.0,186.0,1.9375,126600.0,NEAR BAY,1,0,0,0,0
-0.9829513470044231,0.9010727056019069,51.0,4.0561224489795915,1.0561224489795917,949.0,392.0,1.9028,127900.0,NEAR BAY,1,0,0,0,0
